NAME,COUNTRY,CITY,POSTALCODE,WEBSITE,CONTACT_NAME,POSITION
Outrigger Maldives Maafushivaru Maldives,Maldives,Male',0000,https://navigate.itb.com/company/Outrigger-Maldives-Maafushivaru-Maldives--1207584,Kenan Al Shalabi,Sales Manager
"OUTRIGGER Resorts & Hotels, Thailand",Thailand,Phuket,83110,https://navigate.itb.com/company/OUTRIGGER-Resorts-Hotels-Thailand--1204704,Sergey Kutuzov,"Area Director of Sales and Marketing, Sales and Marketing"
P. H Resort (Pvt) Ltd,Sri Lanka,Colombo 07,00700,https://navigate.itb.com/company/P--H-Resort-Pvt-Ltd--1214036,Yohan Liyanage,Cluster Assistant Director of Sales
Pairi Daiza,Belgium,Brugelette,7940,https://navigate.itb.com/company/Pairi-Daiza--1214434,Sophie Vandendriessche,Commercial director
PALASIET THALASSO CLINIC & HOTEL,Spain,Benicàssim,12560,https://navigate.itb.com/company/PALASIET-THALASSO-CLINIC-HOTEL--1216223,Diana Covaliu,Marketing manager
Palazzo Versace Dubai,United Arab Emirates,Dubai,128431,https://navigate.itb.com/company/Palazzo-Versace-Dubai--1030598,MOHAMED TAHER SHOUKRI,Director of Sales & Events
Palm Hotel & Spa,Réunion,Petite Ile,97429,https://navigate.itb.com/company/Palm-Hotel-Spa--1030624,Stéphanie Dompy,Directrice commerciale
Palm Plaza Hotel Marrakech - RASSUICH,Morocco,Marrakech,40000,https://navigate.itb.com/company/Palm-Plaza-Hotel-Marrakech---RASSUICH--1217138,Hajib AIT ALI OUADDI,Director of Sales & Revenue
Palm Royale Resort Soma Bay,Egypt,Hurghada,11231,https://navigate.itb.com/company/Palm-Royale-Resort-Soma-Bay--1030626,Mariam Mourad,Director of Marketing & E-Commerce
"Palms, Zanzibar",Tanzania,Zanzibar,0000,https://navigate.itb.com/company/Palms-Zanzibar--1206065,Sujit Shah,Sales & Marketing
PalmWings Hotels & Resorts,Türkiye,IZMIR,35920,https://navigate.itb.com/company/PalmWings-Hotels-Resorts--1030640,Bulent MENEKSE,General Manager
PALOMA HOTELS,Türkiye,ANTALYA,07230,https://navigate.itb.com/company/PALOMA-HOTELS--1030644,Pinar Akin,Sales & Marketing Asst. Manager
Panan Krabi Resort,Thailand,Krabi,81180,https://navigate.itb.com/company/Panan-Krabi-Resort--1030673,Phensiri Charoensuk,Cluster Director of Sales & Marketing
PANARI HOTELS & RESORTS,Kenya,NAIROBI,00506,https://navigate.itb.com/company/PANARI-HOTELS-RESORTS--1207396,DEVENDRA ASHER,GROUP GENERAL MANAGER
Pandanus Resort Mui Ne,Vietnam,"Phan Thiet, Binh Thuan",77118,https://navigate.itb.com/company/Pandanus-Resort-Mui-Ne--1207088,Peter Gerhäuser,General Manager
Panhou Retreat/ Whale Island Resort,Vietnam,Hanoi,100000,https://navigate.itb.com/company/Panhou-Retreat/-Whale-Island-Resort--1216155,David Le,General Director
Panorama Destination,Indonesia,Jakarta Barat,11440,https://navigate.itb.com/company/Panorama-Destination--1196623,Andriani Tirtawisata,Director of Marketing
PANTELIS SAPOUNAKIS SA (S RESORTS),Greece,HERSONISSOS HERAKLION,70014,https://navigate.itb.com/company/PANTELIS-SAPOUNAKIS-SA-S-RESORTS--1215722,NIKOS KOURNETAS,GENERAL MANAGER
Panviman Resort Koh Phangan/ Panviman Chiang Mai Spa Resort,Thailand,Surat Thani,84280,https://navigate.itb.com/company/Panviman-Resort-Koh-Phangan/-Panviman-Chiang-Mai-Spa-Resort--1206560,Surasak Tharapatn,Group General Manager
Papagayo Curaçao,Curaçao,Willemstad,0,https://navigate.itb.com/company/Papagayo-Curaçao--1030727,Stephen Comenencia,
Papillon Hotels Resort SPA,Türkiye,Serik,7500,https://navigate.itb.com/company/Papillon-Hotels-Resort-SPA--1145078,BARIS BECERIK,
Papillon Lagoon Reef Hotel,Kenya,Diani,P.O. Box 5292 -,https://navigate.itb.com/company/Papillon-Lagoon-Reef-Hotel--1030744,Ian Taplin,Sales Manager
PARADEE,Thailand,Rayong,21160,https://navigate.itb.com/company/PARADEE--1030754,Nattawadee Wuthisawas,Group Director of Sales & Marketing
Paradise and Wilderness Limited,Tanzania,Dar Es Salaam,0,https://navigate.itb.com/company/Paradise-and-Wilderness-Limited--1212920,Caren Bradley,Head of Sales
Paradise KohYao/Samui,Thailand,Phang Nga,82160,https://navigate.itb.com/company/Paradise-KohYao/Samui--1030763,Josef H. Raess,MD
Paradise Sun Hotel,Seychelles,Praslin,0000,https://navigate.itb.com/company/Paradise-Sun-Hotel--1216840,Ferruccio Tirone,
PARADORES de Turismo de España,Spain,Madrid,28003,https://navigate.itb.com/company/PARADORES-de-Turismo-de-España--1030768,Gloria Díaz Fernández,International Area Sales Manager
Paradox Singapore Merchant Court,Singapore,Singapore,058281,https://navigate.itb.com/company/Paradox-Singapore-Merchant-Court--1206532,Marlene Fang,
PARALOS HOSPITALITY SA,Greece,"HERAKLION, CRETE",71409,https://navigate.itb.com/company/PARALOS-HOSPITALITY-SA--1182412,MARILI MILOLIDAKI,EXECUTIVE ASSISTANT
PARC HOTELS ITALIA,Italy,Limone sul Garda (BS),25010,https://navigate.itb.com/company/PARC-HOTELS-ITALIA--1004726,Graziella Carraro,
Park Hyatt Maldives,Maldives,Male',00,https://navigate.itb.com/company/Park-Hyatt-Maldives--1030810,Simone Berti,Director of Sales & Marketing
Park Inn by Radisson Berlin Alexanderplatz,Germany,Berlin,10178,https://navigate.itb.com/company/Park-Inn-by-Radisson-Berlin-Alexanderplatz--1168818,Nicole Martinez-Allo,
Patong Resort Hotel,Thailand,Phuket,83150,https://navigate.itb.com/company/Patong-Resort-Hotel--1030909,Kulisara Kaenleksuk,Director of Sales
Pavilion Samui Villas & Resort,Thailand,Suratthani,84310,https://navigate.itb.com/company/Pavilion-Samui-Villas-Resort--1030957,Nattanan Pongchababnapa,P.A. to Managing Director
Pearle Beach,Mauritius,Flic en Flac,0,https://navigate.itb.com/company/Pearle-Beach--1031009,Dave Bundhoo,
Pearl Star Travel & Tours (M) Sdn Bhd,Malaysia,Selangor,43300,https://navigate.itb.com/company/Pearl-Star-Travel-Tours-M-Sdn-Bhd--1031005,Nyanasunthari Ramanaidu,Managing Director
PEERMONT HOTELS CASINOS AND RESORTS,South Africa,Johannesburg,1620,https://navigate.itb.com/company/PEERMONT-HOTELS-CASINOS-AND-RESORTS--1031020,Yugashnee Naicker,Group Manager-Sales
PEFACO HOTEL MAYA-MAYA/ ALIMA PALACE,Congo - Brazzaville,Brazzaville,0000,https://navigate.itb.com/company/PEFACO-HOTEL-MAYA-MAYA/-ALIMA-PALACE--1215021,Vick Cheirick BAKALA,Sells and Marketing Manager
Pegasus Hotels of Ceylon Limited,Sri Lanka,Hendala,11300,https://navigate.itb.com/company/Pegasus-Hotels-of-Ceylon-Limited--1031026,Renuke Coswatte,General Manager
"PELANGI BEACH RESORT & SPA, LANGKAWI",Malaysia,Langkawi,07000,https://navigate.itb.com/company/PELANGI-BEACH-RESORT-SPA-LANGKAWI--1031040,Sam Poh Choo,Director of Sales & Marketing
Pelican Halong - Cat Ba Cruise Joint Stock Company,Vietnam,Hai Phong City,18000,https://navigate.itb.com/company/Pelican-Halong---Cat-Ba-Cruise-Joint-Stock-Company--1031042,Phuong Nguyen Thi Ha,Director of Sales
Peninsula Bay Beach Resort & Spa Blue Lagoon Beach Hotel Co. Ltd,Mauritius,Blue Bay,0,https://navigate.itb.com/company/Peninsula-Bay-Beach-Resort-Spa-Blue-Lagoon-Beach-Hotel-Co--Ltd--1005454,Rachna Goneea,
PENINSULA TOURS,Türkiye,KUSADASI - AYDIN,09400,https://navigate.itb.com/company/PENINSULA-TOURS--1031057,Cagin GULEC,Deputy Managing Director
PERFECTA TRAVEL,Croatia,ZAGREB,10000,https://navigate.itb.com/company/PERFECTA-TRAVEL--1031087,MATEA JERIC CURKOVIC,Managing Director
PERNERA BEACH HOTEL,Cyprus,AMMOCHOSTOS,5296,https://navigate.itb.com/company/PERNERA-BEACH-HOTEL--1206124,PANAYIOTIS CONSTANTINOU,GENERAL MANAGER
Pestana Hotel Group,Portugal,Funchal,9004-531,https://navigate.itb.com/company/Pestana-Hotel-Group--1031145,José Pedro Tojal,
Philoxenia Hotel,Greece,"Sithonia, Halkidiki",63071,https://navigate.itb.com/company/Philoxenia-Hotel--1031254,Grigoris Tasios,Managing Director
Phuket Graceland Resort and Spa,Thailand,Phuket,83150,https://navigate.itb.com/company/Phuket-Graceland-Resort-and-Spa--1215639,Sylvia Tsai,Senior Sales & Marketing Manager
"Phuket Marriott Resort & Spa, Merlin Beach",Thailand,Phuket,83150,https://navigate.itb.com/company/Phuket-Marriott-Resort-Spa-Merlin-Beach--1031287,Trevor Denman May,Cluster General Manager
"PILGRIMAGE VILLAGE & VEDANA LAGOON RESORTS, VIETNAM",Vietnam,Hue,530000,https://navigate.itb.com/company/PILGRIMAGE-VILLAGE-VEDANA-LAGOON-RESORTS-VIETNAM--1117033,Thi Da Lam Le,General Manager
Pilot Beach Resort,Greece,Chania,73007,https://navigate.itb.com/company/Pilot-Beach-Resort--1031348,Georgios Papadopoulos,General Manager
"Pine Cliffs, a Luxury Collection",Portugal,Albufeira,8200,https://navigate.itb.com/company/Pine-Cliffs-a-Luxury-Collection--1205357,Karen Tomás,
"Pioneers, Victoria Falls and Batonka Guest Lodge",Zimbabwe,Victoria Falls,N/A,https://navigate.itb.com/company/Pioneers-Victoria-Falls-and-Batonka-Guest-Lodge--1209170,Christine Ess,Shareholder
Place of Charme - Soges Group SpA,Italy,Firenze,50127,https://navigate.itb.com/company/Place-of-Charme---Soges-Group-SpA--1187242,Francesca Manetti,
Planhotel Hospitality Group,Switzerland,Lugano,6900,https://navigate.itb.com/company/Planhotel-Hospitality-Group--1031474,Stefano Soro,Assistant to the Commercial Director
Plataran Indonesia,Indonesia,Jakarta Selatan,12160,https://navigate.itb.com/company/Plataran-Indonesia--1031529,Christian Eka Cahya,Director of Sales & Marketing
Poiano Resort,Italy,"Garda, Verona",37016,https://navigate.itb.com/company/Poiano-Resort--1031631,Emanuela Girardi,Booking Manager
POLEN TURIZM YAT. A.S.,Türkiye,Antalya,07600,https://navigate.itb.com/company/POLEN-TURIZM-YAT--A-S--1036358,Erol Sanat,Sales & Marketing Director
PONGWE BEACH HOTEL,Tanzania,Zanzibar,298,https://navigate.itb.com/company/PONGWE-BEACH-HOTEL--1031747,Altaaf Ismail,General Manager
Poovar Island Resort,India,Trivandrum,695513,https://navigate.itb.com/company/Poovar-Island-Resort--1031753,Jayakumar S,CEO
Portonovi Resort,Montenegro,Herceg Novi,85340,https://navigate.itb.com/company/Portonovi-Resort--1215868,Relja Krstonijevic,Rental Coordinator
POSEIDONIA BEACH HOTEL,Cyprus,LIMASSOL,3502,https://navigate.itb.com/company/POSEIDONIA-BEACH-HOTEL--1031845,MARIOS KONSTANTINOU,
Postillion Hotels Netherlands,Netherlands,Bunnik,3981 HZ,https://navigate.itb.com/company/Postillion-Hotels-Netherlands--1214323,Danny Cappon,Business Development Manager
Pousadas de Juventude dos Açores,Portugal,Ponta Delgada,9500-243,https://navigate.itb.com/company/Pousadas-de-Juventude-dos-Açores--1031866,Isabel Guincho,
Premiere Abano - VHGroup Hotel Collection -,Italy,"Abano Terme, Padova",35031,https://navigate.itb.com/company/Premiere-Abano---VHGroup-Hotel-Collection---1216177,Lia Ermolinskaya,Head of Sales & Marketing
Premier Inn Holding GmbH,Germany,Frankfurt am Main,60327,https://navigate.itb.com/company/Premier-Inn-Holding-GmbH--1215538,Kerstin Gibert,Regional Director of Sales
Premier Le Reve Hotel & Spa,Egypt,Hurghada,12411,https://navigate.itb.com/company/Premier-Le-Reve-Hotel-Spa--1031960,Ahmed Yahia,Director Of Marketing
"PRIDEINN HOTELS,  RESORTS & CAMPA",Kenya,NAIROBI,00200,https://navigate.itb.com/company/PRIDEINN-HOTELS--RESORTS-CAMPA--1032006,JOHN WAMBUGU,GROUP SALES MANAGER
Privada Stays,Aruba,Oranjestad,0000,https://navigate.itb.com/company/Privada-Stays--1215014,Gillian Lejuez,General Manager
Private Selection Hotels & Tours,Switzerland,Luzern,6003,https://navigate.itb.com/company/Private-Selection-Hotels-Tours--1216442,Esther Dysli,
Privathotels Hamburg,Germany,Hamburg,20459,https://navigate.itb.com/company/Privathotels-Hamburg--1214857,Thomas Kleinertz,Geschäftsführer
PT. KRUKUL,Indonesia,"Pemuteran, Bali",81155,https://navigate.itb.com/company/PT--KRUKUL--1215366,kafi tarigan,director
PT Patra Jasa,Indonesia,Jakarta,12950,https://navigate.itb.com/company/PT-Patra-Jasa--1040355,Irawati Irawati,Sales Manager Hospitality
"Pullman Cape Town, Movenpick Windhoek, Mercure Windhoek",South Africa,Cape Town,8000,https://navigate.itb.com/company/Pullman-Cape-Town-Movenpick-Windhoek-Mercure-Windhoek--1216245,Willie Williams,Area Director of Sales & Marketing
Pullman Khao Lak Resort,Thailand,Phang Nga,82190,https://navigate.itb.com/company/Pullman-Khao-Lak-Resort--1215833,Thanawat Julasuk,Director of Sales and Marketing
Pullman Kuching & Pullman Miri Waterfront,Malaysia,Kuching,93100,https://navigate.itb.com/company/Pullman-Kuching-Pullman-Miri-Waterfront--1216993,Joyce Surendra,Cluster Director of Sales & Distribution
Pullman Maldives Maamuta Resorts,Maldives,Male',000,https://navigate.itb.com/company/Pullman-Maldives-Maamuta-Resorts--1207661,Jonette Canal,Clustor DOS
Pullman Phuket Panwa Beach Resort,Thailand,Phuket,83000,https://navigate.itb.com/company/Pullman-Phuket-Panwa-Beach-Resort--1032434,Supatta Ramsut,Assistant Director of Sales
Pullman Singapore Orchard,Singapore,Singapore,238857,https://navigate.itb.com/company/Pullman-Singapore-Orchard--1032435,Rob McIntyre,
PURI BAGUS VILLA RESORT,Indonesia,Bali,80361,https://navigate.itb.com/company/PURI-BAGUS-VILLA-RESORT--1206234,Taufik Junianto,Sales & Marketing Consultant
Queen Elizabeth 2 Hotel,United Arab Emirates,"Dubai, United Arab of emirates",PO Box 6769,https://navigate.itb.com/company/Queen-Elizabeth-2-Hotel--1033403,Nidal Shbat,Director of Sales
"Quinta do Paral, The Wine Hotel",Portugal,Vidigueira - Alentejo,7960-131,https://navigate.itb.com/company/Quinta-do-Paral-The-Wine-Hotel--1216898,Filipe Simões,
Radisson Blu Golden Sands,Malta,Mellieħa,MLH 5510,https://navigate.itb.com/company/Radisson-Blu-Golden-Sands--1216370,Brian Bartolo,Director of Sales & Marketing
Radisson Blu Hotel Olümpia,Estonia,Tallinn,10118,https://navigate.itb.com/company/Radisson-Blu-Hotel-Olümpia--1206915,Silver Aste,Cluster Sales Manager
Radisson Hotel Group,Belgium,Bruxelles,B-1130,https://navigate.itb.com/company/Radisson-Hotel-Group--1033534,Daniela Dumitrescu,Global Marketing Strategy Director
Radisson Resorts Mauritius,Mauritius,Haute Rive,0,https://navigate.itb.com/company/Radisson-Resorts-Mauritius--1033527,Patrick Lan,
Radonbad Jachymov,Czechia,Jáchymov,362 51,https://navigate.itb.com/company/Radonbad-Jachymov--1033543,Šárka Košťálová,
Raffles Dubai,United Arab Emirates,Dubai,121800,https://navigate.itb.com/company/Raffles-Dubai--1033552,Ehab Reda,Director of Sales
Raga Svara,India,Rajkot,360020,https://navigate.itb.com/company/Raga-Svara--1207608,Mohit Patel,Co-founder
Rainbow Tourism Group,Zimbabwe,Harare,N/A,https://navigate.itb.com/company/Rainbow-Tourism-Group--1033645,Brain Maponde,National Sales Manager
Ramada by Wyndham Kochi,India,Ernakulam,682506,https://navigate.itb.com/company/Ramada-by-Wyndham-Kochi--1217026,Jomon K Jose,
Ramada Plaza by Wyndham Bangkok Menam Riverside,Thailand,Bangkok,10120,https://navigate.itb.com/company/Ramada-Plaza-by-Wyndham-Bangkok-Menam-Riverside--1033671,Jose de Jesus Ting,Director of Sales and Marketing
Ramada Plaza Resort & Suites International Drive Orlando,United States of America,Orlando,32819,https://navigate.itb.com/company/Ramada-Plaza-Resort-Suites-International-Drive-Orlando--1033675,Swapnil Shah,
Ramada Resort by Wyndham Khao Lak,Thailand,Phang-Nga,82200,https://navigate.itb.com/company/Ramada-Resort-by-Wyndham-Khao-Lak--1033678,Sarayudh Sanva,Director of Sales & Marketing
RAMA GARDENS HOTEL BANGKOK,Thailand,Bangkok,10210,https://navigate.itb.com/company/RAMA-GARDENS-HOTEL-BANGKOK--1033664,NUNTINEE CHUACHOOWONGSE,Assistant Managing Director
Ramon's Village Resort,Belize,San Pedro,0,https://navigate.itb.com/company/Ramon's-Village-Resort--1213463,Einer Gomez,General Manager
Rancho de los Caballeros Ranch and Golf Club,United States of America,Wickenburg,85390-2118,https://navigate.itb.com/company/Rancho-de-los-Caballeros-Ranch-and-Golf-Club--1216471,George McGann,
Real Hotels Group,Portugal,Carnaxide,2790-236,https://navigate.itb.com/company/Real-Hotels-Group--1205394,Bruno Antunes,
REDE WINDSOR,Brazil,Rio de Janeiro,20040-010,https://navigate.itb.com/company/REDE-WINDSOR--1216159,Bianca Rodrigues,
Red Sea Hotels,Egypt,Hurghada,Red Sea - Egypt,https://navigate.itb.com/company/Red-Sea-Hotels--1179037,Rubini Tobien,Marketing Manager
REEF OASIS HOTELS AND RESORTS,Egypt,Cairo,46619,https://navigate.itb.com/company/REEF-OASIS-HOTELS-AND-RESORTS--1216497,Amir Awad,Director of Sales and Marketing
Reethi Faru Resort,Maldives,Male',0000,https://navigate.itb.com/company/Reethi-Faru-Resort--1033880,Parag Kathuria,Director of Sales and Marketing
Regency Salgados Hotel & Spa,Portugal,"Galé, Albufeira",8200-428,https://navigate.itb.com/company/Regency-Salgados-Hotel-Spa--1033898,Mónica Ribeiro,
"Regione Siciliana - Dipartimento del Turismo, dello Sport e dello Spettacolo",Italy,Palermo,90141,https://navigate.itb.com/company/Regione-Siciliana---Dipartimento-del-Turismo-dello-Sport-e-dello-Spettacolo--1037131,Marcello Giacone,Dirigente Responsabile Servizio 11- Aiuti alle Imprese Turistiche
Region of Central Greece,Greece,Lamia,35100,https://navigate.itb.com/company/Region-of-Central-Greece--1007179,Marianna Liaskou,Tourism Officer
Regnum Hotels,Türkiye,Antalya,07500,https://navigate.itb.com/company/Regnum-Hotels--1208760,Çiğdem Kutlu,Marketing Specialist
Reichshof Hamburg,Germany,Hamburg,20099,https://navigate.itb.com/company/Reichshof-Hamburg--1214618,Susanna Struck,Director of Sales & Marketing
Renaissance Bali Uluwatu Resort and Spa,Indonesia,Bali,80364,https://navigate.itb.com/company/Renaissance-Bali-Uluwatu-Resort-and-Spa--1034086,Augustinawati Tandun,Director of Sales and Marketing
Renaissance Wind Creek Aruba Resort,Aruba,Oranjestad,0000,https://navigate.itb.com/company/Renaissance-Wind-Creek-Aruba-Resort--1034092,Janien Huistra,Director of Sales and Marketing
Renaissance Wind Creek Curaçao Resort,Curaçao,Willemstad,0,https://navigate.itb.com/company/Renaissance-Wind-Creek-Curaçao-Resort--1034093,Sander Langeveld,
Reollo Travel,Maldives,Male',000,https://navigate.itb.com/company/Reollo-Travel--1207589,Abdulla Shujau,General Manager
Repräsentanzbüro E Sulzenbacher,Germany,Ottobrunn,85521,https://navigate.itb.com/company/Repräsentanzbüro-E-Sulzenbacher--1004548,Martina Sadilkova,Senior Manager Marketing & PR
REPS Unlimited,Germany,Munich,81371,https://navigate.itb.com/company/REPS-Unlimited--1216615,Carla Cantara-Wiegand,Director – Business Development
Residence Inn by Marriott Sheikh Zayed Road,United Arab Emirates,Dubai,417451,https://navigate.itb.com/company/Residence-Inn-by-Marriott-Sheikh-Zayed-Road--1034141,Nada Khalil,
Agri Resort San Giuliano,Italy,Alghero,07041,https://navigate.itb.com/company/Agri-Resort-San-Giuliano--1216597,Elena Chieregato,Manager
Resort Svata Katerina,Czechia,Praha 2 - Vinohrady,120 00,https://navigate.itb.com/company/Resort-Svata-Katerina--1034157,Jan Benda,
RESTEL S.A,Spain,Madrid,28027,https://navigate.itb.com/company/RESTEL-S-A--1214487,Karima El Hamdioui Bousaid,Events Coordinator
Results Driven Hospitality Services,South Africa,Paarl,7646,https://navigate.itb.com/company/Results-Driven-Hospitality-Services--1204771,Lina Nel,Managing Director
RHODES,Greece,RHODES,85100,https://navigate.itb.com/company/RHODES--1030239,Dionissis TSILIGIRIS,Director of the Tourism Board of Rhodes
R Hotels,United Arab Emirates,Dubai,P.O. Box 118237,https://navigate.itb.com/company/R-Hotels--1033452,Lahcen Elmiftahy,Cluster Director of Sales
Rhulani Safari Lodge,South Africa,North West Province,0,https://navigate.itb.com/company/Rhulani-Safari-Lodge--1215082,Marisa Silva,Owner
Rimske Therme,Slovenia,Rimske Toplice,3272,https://navigate.itb.com/company/Rimske-Therme--1034363,Marko Maze,Sales manager
River Hotels GmbH,Germany,Köln,50679,https://navigate.itb.com/company/River-Hotels-GmbH--1213414,Raphael Dombrowski,Geschäftsführer
